UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_difference,torque-per-rpm
4275,L51454,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,8.200000000000045,0.027889273356401383
4276,M19135,M,302.4,310.5,1500,36.7,164,0,0,0,0,0,0,8.100000000000023,0.024466666666666668
4277,M19136,M,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,8.199999999999989,0.032623626373626376
4278,L51457,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,8.199999999999989,0.016121629374641424
4279,L51458,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,8.100000000000023,0.035770049680624555
4280,L51459,L,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,8.100000000000023,0.033357825128581924
4281,L51460,L,302.1,310.1,1753,28.9,176,0,0,0,0,0,0,8.0,0.01648602395892755
4282,L51461,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,8.0,0.012499999999999999
4283,L51462,L,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,8.0,0.03529839883551674
4284,M19143,M,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,8.099999999999966,0.04572713643178411
4285,L51464,L,301.8,310.0,1493,40.3,185,0,0,0,0,0,0,8.199999999999989,0.02699263228399196
4286,L51465,L,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,8.199999999999989,0.03720577069096431
4287,M19146,M,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,8.199999999999989,0.03340306834030683
4288,M19147,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,8.199999999999989,0.026904598490048046
4289,M19148,M,301.7,310.0,1391,50.6,195,0,0,0,0,0,0,8.300000000000011,0.03637670740474479
4290,M19149,M,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,8.199999999999989,0.013419427288040426
4291,L51470,L,301.8,310.0,1642,32.6,201,0,0,0,0,0,0,8.199999999999989,0.01985383678440926
4292,L51471,L,301.8,310.0,2032,19.0,203,0,0,0,0,0,0,8.199999999999989,0.009350393700787402
4293,M19152,M,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,8.300000000000011,0.005860033726812816
4294,L51473,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,8.199999999999989,0.03223259152907394
4295,M19154,M,301.7,310.1,1743,27.3,210,0,0,0,0,0,0,8.400000000000034,0.01566265060240964
4296,L51475,L,301.8,310.2,1457,40.4,213,0,0,0,0,0,0,8.399999999999977,0.027728208647906656
4297,L51476,L,301.8,310.2,2825,5.8,215,1,0,0,1,0,0,8.399999999999977,0.0020530973451327434
4298,M19157,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,8.399999999999977,0.021255438160348045
4299,M19158,M,301.8,310.2,1437,42.3,0,0,0,0,0,0,0,8.399999999999977,0.029436325678496866
4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,8.400000000000034,0.03573466476462197
4301,M19160,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,8.400000000000034,0.021046228710462286
4302,L51481,L,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,8.5,0.03473827328348063
4303,L51482,L,301.7,310.1,2695,12.6,10,0,0,0,0,0,0,8.400000000000034,0.004675324675324675
4304,L51483,L,301.7,310.2,1435,48.1,12,0,0,0,0,0,0,8.5,0.033519163763066205
4305,L51484,L,301.6,310.1,1694,26.3,14,0,0,0,0,0,0,8.5,0.01552538370720189
4306,L51485,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,8.5,0.015767634854771784
4307,L51486,L,301.6,310.0,1869,22.9,18,0,0,0,0,0,0,8.399999999999977,0.012252541466024612
4308,L51487,L,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,8.5,0.05075456711675933
4309,H33722,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,8.5,0.03232876712328767
4310,M19169,M,301.3,309.9,1501,39.5,27,0,0,0,0,0,0,8.599999999999966,0.02631578947368421
4311,L51490,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,8.600000000000023,0.014414414414414415
4312,M19171,M,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,8.600000000000023,0.027792915531335147
4313,L51492,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,8.600000000000023,0.032517482517482516
4314,L51493,L,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,8.700000000000045,0.031025299600532623
4315,H33728,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,8.700000000000045,0.019901417128773875
4316,M19175,M,301.4,310.0,1651,29.8,44,0,0,0,0,0,0,8.600000000000023,0.018049666868564507
4317,L51496,L,301.5,310.1,1639,33.4,47,0,0,0,0,0,0,8.600000000000023,0.02037827943868212
4318,M19177,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,8.5,0.03147494707127735
4319,L51498,L,301.5,310.1,1541,42.2,52,0,0,0,0,0,0,8.600000000000023,0.02738481505515899
4320,M19179,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,8.599999999999966,0.03196314670446492
4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,8.600000000000023,0.03192555476020043
4322,L51501,L,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,8.5,0.017141162514827994
4323,M19182,M,301.7,310.1,1431,44.0,61,0,0,0,0,0,0,8.400000000000034,0.030747728860936407
4324,L51503,L,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,8.5,0.037658463832960475
4325,L51504,L,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,8.5,0.028936742934051143
4326,L51505,L,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,8.599999999999966,0.041257225433526015
4327,L51506,L,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,8.5,0.040969162995594714
4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,8.400000000000034,0.017650602409638554
4329,L51508,L,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,8.5,0.036349924585218706
4330,L51509,L,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,8.399999999999977,0.01934865900383142
4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,8.300000000000011,0.02485474499677211
4332,M19191,M,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,8.299999999999955,0.017812142038946162
4333,M19192,M,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,8.199999999999989,0.028581267217630855
4334,L51513,L,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,8.199999999999989,0.021347607052896726
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,8.199999999999989,0.028872282608695652
4336,L51515,L,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,8.199999999999989,0.02345986309894213
4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,8.299999999999955,0.037666900913562895
4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,8.299999999999955,0.03013888888888889
4339,L51518,L,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,8.299999999999955,0.03128131710808876
4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,8.199999999999989,0.03057742782152231
4341,M19200,M,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,8.199999999999989,0.026679712981082845
4342,L51521,L,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,8.100000000000023,0.032904148783977114
4343,M19202,M,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,8.100000000000023,0.05311526479750779
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,8.100000000000023,0.026358148893360158
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,8.099999999999966,0.03617771509167842
4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,8.0,0.02574385510996119
4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,7.899999999999977,0.01902377972465582
4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,7.900000000000034,0.015951276102088168
4349,L51528,L,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,7.900000000000034,0.029661579296615795
4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,7.800000000000011,0.019686520376175548
4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,7.800000000000011,0.02391581632653061
4352,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,7.800000000000011,0.030516759776536315
4353,L51532,L,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,7.800000000000011,0.030056179775280897
4354,M19213,M,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,7.699999999999989,0.04523809523809524
4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,7.800000000000011,0.03990384615384616
4356,H33769,H,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,7.800000000000011,0.044765624999999996
4357,L51536,L,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,7.800000000000011,0.01879927228623408
4358,L51537,L,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,7.899999999999977,0.037526652452025584
4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,7.899999999999977,0.021481942714819426
4360,M19219,M,302.1,310.0,1531,38.0,161,0,0,0,0,0,0,7.899999999999977,0.024820378837361202
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,8.0,0.023201555411535967
4362,M19221,M,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,8.0,0.03495286439448876
4363,L51542,L,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,8.0,0.032204561161022806
4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,8.0,0.01334056399132321
4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,8.0,0.01851393188854489
4366,L51545,L,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,8.0,0.0336783988957902
4367,L51546,L,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,7.899999999999977,0.037031700288184435
4368,H33781,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,7.899999999999977,0.02957843814789219
4369,L51548,L,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,8.0,0.0171875
4370,H33783,H,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,7.899999999999977,0.015677233429394814
4371,L51550,L,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,7.899999999999977,0.044036697247706424
4372,L51551,L,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,7.800000000000011,0.02702702702702703
4373,M19232,M,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,7.7000000000000455,0.028978457261987493
4374,M19233,M,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,7.800000000000011,0.023418134377038487
4375,L51554,L,302.0,309.7,1551,34.8,207,0,0,0,0,0,0,7.699999999999989,0.02243713733075435
4376,L51555,L,302.0,309.7,1414,36.3,209,0,0,0,0,0,0,7.699999999999989,0.02567185289957567
4377,M19236,M,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,7.7000000000000455,0.022308188265635076
4378,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,7.800000000000011,0.034122562674094706
4379,M19238,M,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,7.7000000000000455,0.033068592057761734
4380,M19239,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,7.699999999999989,0.01737875288683603
4381,L51560,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,7.7000000000000455,0.03475177304964539
4382,L51561,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,7.7000000000000455,0.02987551867219917
4383,L51562,L,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,7.699999999999989,0.025967213114754098
4384,L51563,L,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,7.800000000000011,0.05046224961479199
4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,7.800000000000011,0.029591129591129594
4386,L51565,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,7.899999999999977,0.031414701803051316
4387,L51566,L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,7.800000000000011,0.018557300756253635
4388,L51567,L,302.0,309.8,1532,39.4,2,0,0,0,0,0,0,7.800000000000011,0.025718015665796342
4389,L51568,L,302.0,309.8,1701,27.2,4,0,0,0,0,0,0,7.800000000000011,0.015990593768371544
4390,M19249,M,302.1,310.0,1355,45.1,6,1,0,1,0,0,0,7.899999999999977,0.03328413284132842
4391,M19250,M,302.2,310.1,1421,45.4,9,0,0,0,0,0,0,7.900000000000034,0.03194933145672062
4392,M19251,M,302.2,310.1,1368,51.6,12,1,0,1,0,0,0,7.900000000000034,0.037719298245614034
4393,L51572,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,7.900000000000034,0.030932784636488343
4394,M19253,M,302.2,310.1,1572,34.6,17,0,0,0,0,0,0,7.900000000000034,0.02201017811704835
4395,L51574,L,302.2,310.0,1483,48.7,20,0,0,0,0,0,0,7.800000000000011,0.03283884018880648
4396,L51575,L,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,7.800000000000011,0.02670191672174488
4397,H33810,H,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,7.800000000000011,0.031019522776572668
4398,L51577,L,302.4,310.2,1539,37.7,29,0,0,0,0,0,0,7.800000000000011,0.024496426250812216
4399,M19258,M,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,7.800000000000011,0.024184261036468327
4400,L51579,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,7.800000000000011,0.017967332123411978
4401,L51580,L,302.3,310.1,1353,50.9,36,1,0,1,0,0,0,7.800000000000011,0.03762010347376201
4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,7.800000000000011,0.029700272479564034
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,7.899999999999977,0.02244355909694555
4404,L51583,L,302.3,310.1,1388,49.9,48,0,0,0,0,0,0,7.800000000000011,0.03595100864553314
4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,7.800000000000011,0.030909090909090907
4406,L51585,L,302.4,310.2,1331,45.5,53,1,0,1,0,0,0,7.800000000000011,0.034184823441021785
4407,L51586,L,302.5,310.3,1326,58.5,55,1,0,1,0,0,0,7.800000000000011,0.04411764705882353
4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,7.899999999999977,0.03974175035868006
4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,7.7000000000000455,0.00940766550522648
4410,M19269,M,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,7.7000000000000455,0.04020618556701031
4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,7.699999999999989,0.020302648171500633
4412,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,7.800000000000011,0.018720379146919434
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,7.899999999999977,0.029793103448275866
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,7.800000000000011,0.03383404864091559
4415,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,7.800000000000011,0.025855263157894735
4416,L51595,L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,7.7999999999999545,0.02820343461030383
4417,M19276,M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,7.7999999999999545,0.023563968668407313
4418,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,7.7999999999999545,0.048937728937728936
4419,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,7.699999999999989,0.020219244823386117
4420,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,7.599999999999966,0.004035874439461884
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,7.599999999999966,0.011372130272290443
4422,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,7.599999999999966,0.04709433962264151
4423,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,7.599999999999966,0.007974038015762634
4424,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,7.599999999999966,0.02495201535508637
4425,M19284,M,302.6,310.2,1631,31.0,100,0,0,0,0,0,0,7.599999999999966,0.01900674432863274
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,7.699999999999989,0.023852617970265028
4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,7.699999999999989,0.027315753887762
4428,M19287,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,7.7000000000000455,0.03546047860768673
4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,7.7000000000000455,0.01112277019937041
4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,7.800000000000011,0.019295205083766608
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,7.800000000000011,0.01800947867298578
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,7.899999999999977,0.03783783783783784
4433,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,7.800000000000011,0.03211072664359862
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,7.800000000000011,0.03128919860627177
4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,7.7000000000000455,0.0211439588688946
4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,7.800000000000011,0.03989401968205905
4437,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,7.7000000000000455,0.022701331642358907
4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,7.800000000000011,0.01977186311787072
4439,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,7.7000000000000455,0.03688293370944993
4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,7.800000000000011,0.04008620689655172
4441,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,7.800000000000011,0.030428769017980636
4442,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,7.699999999999989,0.038073739653875095
4443,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,7.699999999999989,0.022264875239923224
4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,7.800000000000011,0.04085409252669039
4445,L51624,L,302.4,310.2,2224,16.0,154,0,0,0,0,0,0,7.800000000000011,0.007194244604316547
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,7.699999999999989,0.017424242424242422
4447,L51626,L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,7.800000000000011,0.02241161616161616
4448,M19307,M,302.5,310.3,1488,41.8,160,0,0,0,0,0,0,7.800000000000011,0.028091397849462362
4449,L51628,L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0,7.900000000000034,0.03726346433770015
4450,M19309,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,7.900000000000034,0.03940493468795355
4451,L51630,L,302.5,310.3,1551,37.3,168,0,0,0,0,0,0,7.800000000000011,0.024049000644745324
4452,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,7.800000000000011,0.026404131697869593
4453,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,7.800000000000011,0.027090532135452663
4454,L51633,L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,7.800000000000011,0.03835714285714286
4455,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,7.7000000000000455,0.03483226266952177
4456,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,7.7000000000000455,0.018096430807764557
4457,L51636,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0,7.800000000000011,0.03093476798924008
4458,M19317,M,302.5,310.3,1710,27.3,186,0,0,0,0,0,0,7.800000000000011,0.015964912280701755
4459,L51638,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,7.7999999999999545,0.032273342354533156
4460,L51639,L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0,7.7999999999999545,0.01508892713711991
4461,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,7.899999999999977,0.020551378446115286
4462,L51641,L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,7.800000000000011,0.018757612667478683
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,7.800000000000011,0.05368171021377672
4464,L51643,L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,7.800000000000011,0.009871031746031746
4465,L51644,L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0,7.800000000000011,0.018252543387193298
4466,L51645,L,302.8,310.6,1404,43.2,203,0,0,0,0,0,0,7.800000000000011,0.03076923076923077
4467,L51646,L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,7.800000000000011,0.02795918367346939
4468,L51647,L,302.8,310.6,1617,37.9,207,0,0,0,0,0,0,7.800000000000011,0.023438466295609153
4469,L51648,L,302.7,310.5,1725,29.0,209,0,0,0,0,0,0,7.800000000000011,0.01681159420289855
4470,L51649,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,7.800000000000011,0.028284923928077455
4471,L51650,L,302.7,310.6,1564,34.3,0,0,0,0,0,0,0,7.900000000000034,0.0219309462915601
4472,L51651,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0,7.800000000000011,0.017425149700598802
4473,L51652,L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0,7.900000000000034,0.03244503664223851
4474,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0,7.800000000000011,0.02314635718891038
4475,L51654,L,302.7,310.5,1563,35.0,8,0,0,0,0,0,0,7.800000000000011,0.022392834293026232
4476,L51655,L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0,7.800000000000011,0.030940044411547
4477,L51656,L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0,7.7999999999999545,0.03681978798586572
4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,7.699999999999989,0.020765027322404372
4479,L51658,L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0,7.699999999999989,0.028165199729180773
4480,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,7.599999999999966,0.011180447217888715
4481,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0,7.699999999999989,0.042298850574712644
4482,M19341,M,302.6,310.4,1544,35.1,25,0,0,0,0,0,0,7.7999999999999545,0.02273316062176166
4483,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,7.800000000000011,0.02353316326530612
4484,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,7.699999999999989,0.02867696440564137
4485,M19344,M,302.6,310.4,1451,43.1,35,0,0,0,0,0,0,7.7999999999999545,0.029703652653342523
4486,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0,7.699999999999989,0.023151750972762647
4487,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0,7.899999999999977,0.010279898218829516
4488,L51667,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0,8.0,0.02541782729805014
4489,M19348,M,302.5,310.4,1509,37.6,45,0,0,0,0,0,0,7.899999999999977,0.02491716368455931
4490,L51669,L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0,7.899999999999977,0.02703429724277068
4491,L51670,L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0,7.899999999999977,0.010320284697508897
4492,H33905,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0,7.7999999999999545,0.037828246983676365
4493,M19352,M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0,7.899999999999977,0.03971830985915493
4494,L51673,L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,7.800000000000011,0.02495036399735275
4495,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,7.7999999999999545,0.01825348696179503
4496,L51675,L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0,7.7999999999999545,0.042089771891096396
4497,M19356,M,302.5,310.4,1605,36.0,69,0,0,0,0,0,0,7.899999999999977,0.022429906542056073
4498,L51677,L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0,7.800000000000011,0.023637557452396585
4499,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0,7.7999999999999545,0.022304832713754646
4500,H33913,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0,7.699999999999989,0.015920976176641486
4501,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,7.7999999999999545,0.0221001221001221
4502,L51681,L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0,7.699999999999989,0.041315990818668706
4503,L51682,L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0,7.800000000000011,0.017235079171741777
4504,M19363,M,302.5,310.2,1751,30.5,90,0,0,0,0,0,0,7.699999999999989,0.017418617932609938
4505,L51684,L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0,7.7000000000000455,0.019209726443768997
4506,L51685,L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,7.7000000000000455,0.03281907433380084
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,7.7000000000000455,0.024078947368421054
4508,L51687,L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0,7.7000000000000455,0.01860737273259216
4509,L51688,L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,7.600000000000023,0.03267882187938289
4510,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0,7.7000000000000455,0.030580825752274318
4511,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,7.800000000000011,0.04635958395245171
4512,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,7.699999999999989,0.029573590096286108
4513,M19372,M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,7.800000000000011,0.03508150248051028
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,7.900000000000034,0.012842105263157894
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,7.900000000000034,0.024475997295469915
4516,L51695,L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,7.899999999999977,0.03406360424028269
4517,L51696,L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,7.800000000000011,0.025341130604288498
4518,L51697,L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0,7.900000000000034,0.020789473684210528
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,7.900000000000034,0.030945945945945946
4520,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0,8.0,0.017827130852340937
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,8.0,0.032692307692307694
4522,L51701,L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0,8.0,0.012815013404825737
4523,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0,8.0,0.011261730969760167
4524,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,7.899999999999977,0.032526881720430105
4525,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,8.0,0.025409299279633268
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,8.0,0.028844839371155163
4527,L51706,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,8.0,0.025312294543063774
4528,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0,8.100000000000023,0.03330903790087464
